age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,subscription_probability,predicted_subscription,campaign_priority,customer_rank
28,technician,single,high.school,no,unknown,unknown,cellular,oct,wed,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.9061779914730829,yes,High,176
53,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,0.9060847185057844,yes,High,177
22,student,single,basic.9y,no,no,no,cellular,oct,fri,2,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.90585835591166,yes,High,178
54,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,1,0.9055318390420724,yes,High,179
25,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,1,0.9051127508750904,yes,High,180
37,admin.,married,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,0,0.9046562297961003,yes,High,181
74,retired,divorced,basic.4y,no,yes,no,cellular,aug,wed,1,13,1,success,-2.9,92.201,-31.4,0.854,5076.2,1,0.9043545451645983,yes,High,182
31,student,single,university.degree,no,no,no,cellular,aug,tue,1,9,2,failure,-1.7,94.027,-38.3,0.899,4991.6,0,0.9042619831084735,yes,High,183
34,technician,single,professional.course,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.726,5099.1,1,0.9038827459502651,yes,High,184
29,admin.,single,university.degree,no,yes,no,telephone,jun,wed,2,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,0,0.9035208298767122,yes,High,185
46,admin.,married,university.degree,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,1,0.9030638843417124,yes,High,186
28,admin.,single,university.degree,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,0,0.9030473455238086,yes,High,187
38,technician,married,professional.course,no,yes,no,cellular,jun,tue,4,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,1,0.9026172600679193,yes,High,188
43,technician,married,high.school,no,yes,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.9014724072727095,yes,High,189
56,retired,married,basic.4y,no,no,no,cellular,mar,wed,2,9,2,failure,-1.8,93.369,-34.8,0.644,5008.7,0,0.9006368512366048,yes,High,190
66,retired,married,high.school,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0,0.900314206320182,yes,High,191
43,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0.9000283573616281,yes,High,192
74,retired,divorced,basic.4y,no,yes,yes,cellular,jul,wed,2,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,0,0.899970269969021,yes,High,193
28,admin.,married,high.school,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,1,0.899615379246616,yes,High,194
36,admin.,single,high.school,no,yes,no,cellular,aug,fri,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,1,0.8994698205685324,yes,High,195
17,student,single,unknown,no,no,yes,cellular,oct,tue,1,2,2,success,-3.4,92.431,-26.9,0.742,5017.5,1,0.8994022051932401,yes,High,196
29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0.8991009032121949,yes,High,197
26,admin.,single,high.school,no,no,no,telephone,oct,fri,2,4,1,success,-3.4,92.431,-26.9,0.73,5017.5,1,0.8990394593427641,yes,High,198
41,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,1,0.898835489570224,yes,High,199
34,admin.,married,high.school,no,no,yes,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,0,0.8984094963057185,yes,High,200
56,retired,married,high.school,no,yes,yes,cellular,aug,tue,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,0,0.8983363660817795,yes,High,201
63,admin.,married,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,1,0.8981665596646629,yes,High,202
32,management,single,university.degree,no,no,no,cellular,aug,thu,1,3,2,success,-2.9,92.201,-31.4,0.851,5076.2,1,0.8978826213097896,yes,High,203
35,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1,0.8975506496078137,yes,High,204
61,retired,married,high.school,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,1,0.8973479480816732,yes,High,205
56,management,married,professional.course,no,no,no,cellular,dec,wed,1,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,0,0.8969689621132582,yes,High,206
33,technician,married,university.degree,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.8969678407668117,yes,High,207
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,1,0.8967010433030626,yes,High,208
24,student,single,high.school,no,no,no,cellular,jun,wed,6,6,1,success,-1.7,94.055,-39.8,0.727,4991.6,1,0.8966909969668929,yes,High,209
88,retired,divorced,basic.4y,no,yes,yes,cellular,mar,wed,3,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,0,0.8966871616038886,yes,High,210
28,student,single,university.degree,no,unknown,unknown,cellular,may,fri,2,999,0,nonexistent,-1.8,93.876,-40.0,0.695,5008.7,1,0.8959570061467175,yes,High,211
35,management,married,university.degree,no,no,no,cellular,nov,tue,3,7,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0,0.8954562746899526,yes,High,212
68,retired,married,basic.4y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,0,0.8951385744219955,yes,High,213
63,retired,married,basic.4y,no,no,no,cellular,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.896,4991.6,0,0.8946119553996887,yes,High,214
52,admin.,married,professional.course,no,no,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.8944805529476221,yes,High,215
59,admin.,divorced,university.degree,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,1,0.8930959023212406,yes,High,216
34,admin.,divorced,high.school,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,0,0.8928841237130278,yes,High,217
31,admin.,married,university.degree,no,unknown,unknown,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.8925053080950279,yes,High,218
34,services,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0.8924254071159242,yes,High,219
51,services,married,high.school,no,yes,no,cellular,nov,mon,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,0,0.892419783700667,yes,High,220
53,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0.8922636598752317,yes,High,221
53,admin.,married,high.school,no,yes,no,cellular,jul,thu,6,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,0,0.8920444868994847,yes,High,222
61,retired,married,high.school,no,yes,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,0,0.8915981793792349,yes,High,223
45,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.891228035375459,yes,High,224
25,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.8910391212367146,yes,High,225
59,admin.,married,high.school,no,yes,no,cellular,aug,wed,2,2,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8909437782344143,yes,High,226
53,technician,married,high.school,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.8908485956443244,yes,High,227
37,admin.,married,high.school,no,no,no,telephone,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,1,0.890434324033113,yes,High,228
31,unknown,single,high.school,no,no,no,cellular,may,mon,5,6,2,success,-1.8,93.876,-40.0,0.701,5008.7,0,0.8897922806973446,yes,High,229
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,1,0.8890470554349734,yes,High,230
34,admin.,single,university.degree,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1,0.8888110220896516,yes,High,231
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,0,0.8887402276884251,yes,High,232
61,retired,married,university.degree,no,no,no,telephone,aug,tue,2,3,1,success,-2.9,92.201,-31.4,0.859,5076.2,1,0.887988185254092,yes,High,233
50,management,married,university.degree,no,no,no,telephone,jun,mon,5,6,1,success,-1.7,94.055,-39.8,0.72,4991.6,1,0.8878520405316923,yes,High,234
30,admin.,married,university.degree,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1,0.8875097327215887,yes,High,235
64,retired,married,basic.4y,no,yes,no,cellular,mar,wed,2,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,1,0.8871176006367024,yes,High,236
27,student,single,high.school,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,0.8870056999254746,yes,High,237
27,admin.,single,university.degree,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,0,0.8865657445949631,yes,High,238
48,admin.,married,professional.course,no,yes,no,cellular,apr,mon,1,7,1,success,-1.8,93.749,-34.6,0.642,5008.7,1,0.8863867220087106,yes,High,239
37,admin.,married,university.degree,no,no,no,cellular,nov,mon,2,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.8860888231319692,yes,High,240
30,student,single,professional.course,no,yes,no,cellular,sep,mon,4,19,1,success,-1.1,94.199,-37.5,0.879,4963.6,0,0.8855942913220781,yes,High,241
35,technician,divorced,basic.4y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1,0.8855925432121147,yes,High,242
22,student,single,high.school,no,no,no,cellular,aug,thu,2,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,0,0.8855446685376207,yes,High,243
31,technician,married,university.degree,no,no,no,cellular,mar,wed,4,999,0,nonexistent,-1.8,93.369,-34.8,0.651,5008.7,0,0.8855318895275934,yes,High,244
49,entrepreneur,single,university.degree,no,yes,no,cellular,aug,wed,6,5,1,success,-2.9,92.201,-31.4,0.834,5076.2,0,0.8854034635904304,yes,High,245
37,admin.,married,university.degree,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,1,0.8852306097498693,yes,High,246
17,student,single,basic.9y,no,yes,no,cellular,aug,fri,3,4,2,success,-2.9,92.201,-31.4,0.869,5076.2,0,0.8850978914699518,yes,High,247
53,technician,married,university.degree,no,no,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1,0.884796363038988,yes,High,248
37,management,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.8844290034836689,yes,High,249
37,admin.,single,university.degree,no,yes,yes,cellular,jun,tue,3,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,0,0.8842738403745616,yes,High,250
57,admin.,married,high.school,no,yes,no,cellular,nov,mon,1,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.8842533341483907,yes,High,251
74,retired,divorced,basic.4y,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.643,5008.7,1,0.8838821492255605,yes,High,252
21,admin.,single,university.degree,no,yes,no,cellular,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,0.8835162441230936,yes,High,253
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,0,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,0.8831307134083615,yes,High,254
33,entrepreneur,married,university.degree,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1,0.8829551922201732,yes,High,255
49,admin.,married,high.school,unknown,no,no,cellular,apr,mon,1,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,0,0.882515521153227,yes,High,256
45,unemployed,married,high.school,no,no,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,1,0.8821549421911405,yes,High,257
32,student,single,unknown,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,1,0.8818851466990858,yes,High,258
27,services,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.649,5008.7,1,0.881872604681298,yes,High,259
26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.8818245500682191,yes,High,260
56,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1,0.8816131900850246,yes,High,261
48,entrepreneur,married,university.degree,no,no,yes,cellular,aug,fri,2,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.881441884126919,yes,High,262
22,technician,single,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0,0.8813041213948494,yes,High,263
84,retired,married,high.school,no,no,no,cellular,dec,tue,1,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,1,0.8810442646394546,yes,High,264
33,technician,married,professional.course,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,1,0.8810441761116756,yes,High,265
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.8809168628943889,yes,High,266
43,services,married,high.school,no,no,yes,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,0,0.8809143144912698,yes,High,267
26,admin.,married,high.school,no,no,no,cellular,jun,wed,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,1,0.8808305807924527,yes,High,268
29,admin.,single,high.school,no,no,no,cellular,jun,wed,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,0,0.8806153010058534,yes,High,269
26,admin.,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,1,0.880466207354105,yes,High,270
28,student,single,basic.9y,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1,1,0.8804376815174457,yes,High,271
31,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1,0.8802676540995583,yes,High,272
24,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jun,mon,1,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,0,0.8799731599470749,yes,High,273
29,blue-collar,single,professional.course,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,1,0.8799652660222971,yes,High,274
78,retired,married,basic.4y,no,yes,no,telephone,mar,fri,1,999,0,nonexistent,-1.8,93.369,-34.8,0.636,5008.7,0,0.8793439893858094,yes,High,275
65,technician,married,professional.course,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0,0.8791444358609853,yes,High,276
33,technician,single,professional.course,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1,0.8785018172526666,yes,High,277
61,retired,married,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,0,0.8784310745054118,yes,High,278
33,admin.,single,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6,0,0.8778299717438801,yes,High,279
43,management,married,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,0,0.8774625598536382,yes,High,280
41,admin.,single,high.school,no,yes,no,cellular,aug,mon,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,1,0.8774328099074954,yes,High,281
32,technician,married,high.school,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.8774240453260563,yes,High,282
85,housemaid,married,basic.4y,unknown,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,0,0.8773535326784004,yes,High,283
29,admin.,married,high.school,no,yes,no,cellular,jun,wed,3,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6,1,0.8765923052676076,yes,High,284
60,retired,married,high.school,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.8761089207576664,yes,High,285
30,blue-collar,married,high.school,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.8760901851177191,yes,High,286
41,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.8750736758874232,yes,High,287
32,services,single,high.school,no,yes,yes,cellular,aug,wed,1,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8750469628402775,yes,High,288
42,admin.,single,high.school,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1,0.8743440714267691,yes,High,289
76,housemaid,married,basic.4y,no,no,no,cellular,jun,tue,5,999,0,nonexistent,-1.7,94.055,-39.8,0.702,4991.6,1,0.873853208446783,yes,High,290
33,technician,married,unknown,no,yes,yes,cellular,sep,thu,1,9,3,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.8736170427419774,yes,High,291
39,entrepreneur,married,university.degree,no,yes,no,cellular,sep,tue,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,0,0.8736052929641935,yes,High,292
46,services,married,university.degree,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,1,0.8731183912210266,yes,High,293
33,admin.,married,university.degree,no,no,no,cellular,may,mon,2,15,3,failure,-1.8,93.876,-40.0,0.685,5008.7,0,0.8727973702619979,yes,High,294
29,student,single,high.school,no,yes,yes,cellular,nov,thu,1,3,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.8727885276059254,yes,High,295
81,retired,divorced,basic.4y,no,yes,no,cellular,dec,fri,3,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,1,0.8725157301536491,yes,High,296
33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.602,5099.1,0,0.8722415204376656,yes,High,297
26,technician,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.8722274859503314,yes,High,298
41,services,married,high.school,no,no,no,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1,1,0.8711249560146803,yes,High,299
25,services,single,unknown,no,yes,no,cellular,jun,tue,1,13,2,failure,-1.7,94.055,-39.8,0.702,4991.6,1,0.8710734906029597,yes,High,300
37,technician,married,professional.course,no,no,no,cellular,aug,wed,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.8709545459407069,yes,High,301
30,housemaid,single,university.degree,no,no,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.8706374165181348,yes,High,302
38,technician,married,professional.course,no,no,no,cellular,mar,thu,3,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,0,0.870472127628928,yes,High,303
95,retired,divorced,basic.6y,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.65,5099.1,0,0.8703421635385806,yes,High,304
51,unemployed,divorced,high.school,no,no,no,cellular,dec,thu,2,999,0,nonexistent,-3.0,92.713,-33.0,0.714,5023.5,0,0.8703111408353166,yes,High,305
38,technician,married,professional.course,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,0,0.8699576204319228,yes,High,306
71,retired,married,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,0.8698626573748146,yes,High,307
63,housemaid,married,basic.9y,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,0,0.8695634712979747,yes,High,308
77,retired,divorced,unknown,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,1,0.8692423447378355,yes,High,309
36,self-employed,single,university.degree,no,yes,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1,0.8688360036877852,yes,High,310
21,student,single,high.school,no,no,no,cellular,aug,thu,2,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,0,0.8686054036591886,yes,High,311
27,admin.,single,university.degree,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,1,0.8677952721609525,yes,High,312
31,admin.,single,university.degree,no,yes,no,cellular,nov,wed,1,2,5,success,-1.1,94.767,-50.8,1.048,4963.6,1,0.8677374456258485,yes,High,313
27,technician,single,professional.course,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-1.7,94.055,-39.8,0.737,4991.6,0,0.8672605346104653,yes,High,314
32,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,1,0.8670397783627576,yes,High,315
33,housemaid,married,high.school,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1,0.8668089564261694,yes,High,316
